kepoi_name,koi_disposition,koi_period,koi_depth,koi_duration,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_score,koi_model_snr,koi_impact
K02896.01,FALSE POSITIVE,1.07746544,170.0,1.5691,1.69,2171.0,,6329.0,4.25,1.33,,139.1,0.06
K02896.02,FALSE POSITIVE,346.36642,148.2,14.94,1.57,314.0,2.3,6327.0,4.276,1.259,,14.3,0.45
K02897.01,FALSE POSITIVE,0.58431068,767.0,1.5314,2.4,2089.0,,5760.0,4.53,0.88,,100.3,0.19
K02898.01,CONFIRMED,25.38413,605.0,3.8215,2.4,643.0,,6119.0,4.49,0.98,,19.3,0.24
K02899.01,CANDIDATE,5.772063,357.0,2.7182,1.49,889.0,,5548.0,4.58,0.81,,13.6,0.28
K02900.01,CANDIDATE,46.1511567,822.9,5.287,2.33,423.0,7.59,5204.0,4.525,0.769,,21.0,0.6755
K02901.01,FALSE POSITIVE,0.6335112,180.0,1.3143,0.77,1323.0,,4349.0,4.7,0.571,,25.1,0.29
K02902.01,FALSE POSITIVE,138.612,61.0,13.7904,0.54,265.0,,5048.0,4.66,0.69,,2.4,0.57
K02903.01,FALSE POSITIVE,17.41654,380.0,2.6936,1.9,709.0,,5885.0,4.45,0.97,,14.8,0.27
K02904.01,CONFIRMED,16.3583055,114.9,9.573,1.08,740.0,70.99,6046.0,4.478,1.007,,30.2,0.2552
K02905.01,FALSE POSITIVE,36.0052435,123.6,3.382,2.08,840.0,117.42,7046.0,4.113,1.789,,16.2,0.5898
K02906.01,CONFIRMED,13.9095,103.0,6.781,1.36,935.0,,6327.0,4.25,1.33,,18.7,0.46
K02906.02,CANDIDATE,145.888689,172.9,8.12,1.63,416.0,7.05,6279.0,4.254,1.194,,11.3,0.5437
K02906.03,CANDIDATE,21.9424316,72.7,7.447,1.23,797.0,95.46,6052.0,4.183,1.424,0.867,10.7,0.413
K02907.01,FALSE POSITIVE,1.1469386,318.0,1.7361,1.5,1553.0,,5394.0,4.49,0.85,,22.8,0.15
K02908.01,FALSE POSITIVE,1.2453628,260.0,2.1562,1.28,1502.0,,5726.0,4.63,0.81,,22.1,0.09
K02909.01,FALSE POSITIVE,0.77359329,80.6,1.7603,0.82,1890.0,3022.82,5747.0,4.508,0.907,0.0,21.7,0.388
K02910.01,CONFIRMED,15.36254,552.0,3.6416,2.8,622.0,,4828.0,4.4,1.0,,22.6,0.89
K02911.01,FALSE POSITIVE,12.4258343,449.4,28.1171,2.75,830.0,111.92,6185.0,4.472,0.991,0.0,72.0,0.967
K02912.01,FALSE POSITIVE,0.8732265,267.0,0.9285,2.1,2029.0,,6105.0,4.42,1.08,,29.4,0.81
K02913.01,CONFIRMED,2.888796,43.0,2.9253,0.56,1185.0,,5739.0,4.56,0.85,,18.7,0.36
K02914.01,CANDIDATE,21.1181538,100.2,9.541,1.54,886.0,145.83,6469.0,4.143,1.525,,30.6,0.1322
K02915.01,CANDIDATE,5.060935,76.0,2.501,1.02,1009.0,,5679.0,4.474,0.908,,16.7,0.94
K02916.01,CANDIDATE,0.30693336,106.0,0.7838,0.84,2151.0,,5084.0,4.58,0.74,,32.6,0.7
K02917.01,FALSE POSITIVE,0.7309,187.0,2.9341,102.0,2106.0,,5884.0,4.43,1.05,,34.9,0.4352
K02918.01,FALSE POSITIVE,0.51555255,2232.0,1.3158,4.2,1830.0,,4883.0,4.51,0.87,,137.8,0.5
K02918.02,FALSE POSITIVE,0.51554111,,0.87,,,,,,,,,
K02919.01,CONFIRMED,2.5225852,208.0,0.9274,2.6,1163.0,,5513.0,4.58,0.8,,19.7,1.0
K02920.01,CONFIRMED,6.739726,163.0,4.0772,1.12,914.0,,5706.0,4.5,0.9,,16.4,0.26
K02921.01,CANDIDATE,16.6147,366.0,2.8378,1.54,599.0,,5278.0,4.55,0.79,,11.2,0.54
K02922.01,FALSE POSITIVE,0.497585,180.0,1.3594,1.03,1925.0,,5426.0,4.6,0.78,,19.2,0.42
K02923.01,CANDIDATE,5.838947,272.0,1.1893,1.4,831.0,,5262.0,4.59,0.76,,18.8,0.79
K02924.01,CONFIRMED,2.279533,129.0,1.6267,0.9,1078.0,,4977.0,4.58,0.72,,17.7,0.76
K02924.02,CANDIDATE,8.85686712,319.2,0.606,1.88,714.0,61.54,5017.0,4.516,0.797,0.917,11.9,0.923
K02925.01,CANDIDATE,0.7165345,80.0,0.7165,1.21,1977.0,,5520.0,4.37,0.99,,23.3,0.95
K02926.01,CONFIRMED,12.2854603,1881.9,3.037,2.23,427.0,7.86,3903.0,4.735,0.523,,25.6,0.0153
K02926.02,CONFIRMED,5.53608151,1442.7,2.1817,1.96,557.0,22.72,3903.0,4.735,0.523,,24.9,0.1665
K02926.03,CONFIRMED,20.9568158,2186.0,3.558,2.43,357.0,3.85,3903.0,4.735,0.523,,24.5,0.3149
K02926.04,CONFIRMED,37.6327084,1624.0,4.547,2.09,294.0,1.77,3903.0,4.735,0.523,,21.4,0.2955
K02926.05,CANDIDATE,75.731195,2496.0,4.859,3.47,237.0,0.74,3891.0,4.718,0.564,0.889,16.3,0.9
K02927.01,CANDIDATE,24.4359956,496.6,6.254,2.31,674.0,48.81,6197.0,4.449,1.035,0.988,17.1,0.019
K02928.01,FALSE POSITIVE,17.73347,243.0,5.3197,1.17,580.0,,5249.0,4.56,0.78,,18.7,0.02
K02929.01,FALSE POSITIVE,10.064331,303.0,3.5177,1.53,705.0,,5394.0,4.61,0.76,,22.1,0.84
K02930.01,FALSE POSITIVE,1.1297578,157.0,2.8427,0.96,1480.0,,5406.0,4.61,0.77,,16.7,0.15
K02931.01,CONFIRMED,99.25095,552.0,5.7931,1.64,302.0,,5083.0,4.64,0.7,,22.6,0.39
K02932.01,FALSE POSITIVE,3.84935215,604.0,2.418,2.23,1147.0,408.84,5984.0,4.521,0.906,,15.2,0.0516
K02933.01,CANDIDATE,119.08406,2978.0,3.2032,28.0,251.0,,4611.0,4.66,0.625,,25.1,1.35
K02934.01,FALSE POSITIVE,0.6374871,276.0,1.9126,1.7,2295.0,,6157.0,4.41,1.07,,29.5,0.23
K02935.01,CANDIDATE,27.88011,237.0,6.9664,1.72,702.0,,6448.0,4.38,1.16,,24.5,0.02
K02936.01,CONFIRMED,6.480178,147.0,3.2845,1.1,891.0,,5697.0,4.56,0.84,,14.6,0.72
K02937.01,FALSE POSITIVE,20.733748565,417340.0,6.28773,69.8,661.0,45.06,5620.0,4.363,0.974,0.0,2236.7,0.479
K02938.01,FALSE POSITIVE,24.238241803,461960.0,4.16665,102.31,793.0,93.68,6457.0,4.259,1.365,0.0,1126.4,0.426
K02939.01,FALSE POSITIVE,11.258825027,196280.0,8.9592,87.18,1080.0,322.25,6217.0,4.052,1.464,0.0,6395.7,0.805
K02940.01,FALSE POSITIVE,129.68366098,291.0,7.8635,1.49,350.0,,5919.0,4.53,0.91,,5.0,0.3162
K02941.01,FALSE POSITIVE,4.30908594,160.8,1.52,1.62,1172.0,445.13,5754.0,4.348,1.097,0.0,17.0,0.871
K02942.01,CANDIDATE,13.84303063,687.2,4.225,2.17,697.0,55.82,5735.0,4.559,0.833,,19.4,0.0493
K02942.02,CONFIRMED,24.2758992,702.2,4.59,2.25,580.0,26.68,5745.0,4.559,0.837,0.973,17.0,0.441
K02943.01,CONFIRMED,54.40972,213.0,9.576,1.48,463.0,,5885.0,4.53,0.9,,23.8,0.83
K02944.01,FALSE POSITIVE,9.12202309,1231.9,4.33,4.91,863.0,131.35,5899.0,4.499,0.96,,29.9,0.9725
K02945.01,CONFIRMED,19.94738,923.0,1.7659,2.5,620.0,,5736.0,4.56,0.85,,16.4,0.02
K02946.01,CONFIRMED,15.14112,551.0,4.3595,2.2,664.0,,5665.0,4.59,0.85,,21.6,0.73
K02947.01,FALSE POSITIVE,57.1036,190.0,10.3253,1.15,423.0,,5629.0,4.57,0.82,,11.9,0.53
K02948.01,CONFIRMED,11.39169531,51.0,5.0,1.02,886.0,145.67,5557.0,4.198,1.249,1.0,19.0,0.849
K02949.01,CANDIDATE,10.1749173,58.9,4.454,1.37,1169.0,441.81,6197.0,4.011,1.782,,13.7,0.1504
K02949.02,CANDIDATE,3.75032103,39.3,3.258,1.13,1630.0,1669.84,6197.0,4.011,1.782,,11.2,0.3007
K02950.01,CANDIDATE,0.42201612,1258.0,0.918,3.1,2161.0,,5639.0,4.57,0.83,,326.8,0.65
K02951.01,CONFIRMED,2.443564,70.0,1.4172,0.73,1272.0,,5793.0,4.55,0.87,,14.4,0.29
K02952.01,FALSE POSITIVE,1.759262,190.0,2.3091,1.41,1475.0,,5548.0,4.42,1.05,,16.6,0.09
K02953.01,FALSE POSITIVE,0.4729151,95.0,1.8112,0.9,2352.0,,6006.0,4.5,0.95,,29.9,0.21
K02954.01,FALSE POSITIVE,0.3383497,208.0,0.9666,1.15,2179.0,,5134.0,4.57,0.83,,18.9,0.13
K02955.01,FALSE POSITIVE,0.591278861,152.7,1.162,1.44,2439.0,8371.93,6263.0,4.405,1.154,,22.3,0.2651
K02956.01,CONFIRMED,3.937713,26.0,4.9576,0.77,1585.0,,6717.0,4.18,1.55,,19.7,0.21
K02957.01,CANDIDATE,4.64490693,107.1,2.51,0.67,798.0,95.91,4871.0,4.626,0.654,,12.1,0.3997
K02958.01,CANDIDATE,31.60854,355.0,3.7172,2.1,643.0,,6348.0,4.43,1.08,,19.9,0.55
K02959.01,CANDIDATE,16.1560143,989.9,3.844,30.26,455.0,10.1,4504.0,4.713,0.53,,18.7,1.4933
K02960.01,FALSE POSITIVE,1.465943491,52.3,1.513,1.6,2472.0,8804.6,6230.0,3.847,2.19,0.0,15.8,0.211
K02961.01,CONFIRMED,3.784706,35.0,3.1315,1.23,1746.0,,6458.0,3.99,1.99,,16.7,0.67
K02962.01,CANDIDATE,2.172927,91.0,2.1645,0.92,1457.0,,6134.0,4.48,0.99,,16.5,0.24
K02963.01,CONFIRMED,18.22077,222.0,5.4813,1.49,745.0,,6238.0,4.46,1.03,,22.2,0.24
K02963.02,CANDIDATE,7.35099992,111.4,2.638,1.1,1012.0,247.91,6241.0,4.45,1.031,,13.4,0.2807
K02964.01,CONFIRMED,47.44949,249.0,10.8258,1.58,509.0,,5905.0,4.45,0.97,,20.0,0.6
K02964.02,FALSE POSITIVE,35.080928,100.7,6.92,1.21,610.0,32.63,6007.0,4.353,1.126,0.189,7.6,0.712
K02965.01,FALSE POSITIVE,1.3525726,56.0,3.7505,0.97,2088.0,,6487.0,4.27,1.33,,41.2,0.08
K02966.01,FALSE POSITIVE,7.727653,423.0,2.23,1.9,890.0,,5736.0,4.47,0.93,,16.5,0.02
K02967.01,CONFIRMED,37.30304,682.0,7.4793,2.2,480.0,,5427.0,4.55,0.88,,23.2,0.02
K02968.01,CANDIDATE,10.164295,43.0,6.0399,1.02,977.0,,6276.0,4.345,1.22,,22.8,0.94
K02969.01,FALSE POSITIVE,31.9729501,156.3,9.41,2.41,757.0,77.49,6007.0,4.064,1.759,0.0,38.3,0.773
K02970.01,CONFIRMED,4.820551,41.0,3.5058,0.97,1351.0,,6475.0,4.27,1.32,,17.2,0.84
K02971.01,CANDIDATE,6.095883,62.0,5.4939,0.81,1082.0,,6229.0,4.43,1.05,,22.1,0.09
K02971.02,CANDIDATE,31.9536205,93.4,8.194,1.0,623.0,35.68,6234.0,4.433,1.028,,16.7,0.0756
K02972.01,CANDIDATE,13.2512227,290.3,4.892,1.67,779.0,87.22,5937.0,4.466,0.976,,16.4,0.3309
K02972.02,CANDIDATE,42.0292298,373.7,8.499,2.33,578.0,26.46,5850.0,4.297,1.217,0.383,14.5,0.015
K02973.01,FALSE POSITIVE,5.76558631,244.5,3.34,1.82,1120.0,371.86,6218.0,4.404,1.072,,18.2,0.7551
K02974.01,FALSE POSITIVE,0.5764377,64.0,2.0822,0.91,2581.0,,6482.0,4.4,1.14,,24.7,0.029
K02975.01,CANDIDATE,175.3313,1038.0,5.1973,2.9,325.0,,6004.0,4.51,0.94,,19.0,0.17
K02976.01,CANDIDATE,21.613185,1021.0,1.74,2.5,542.0,,5374.0,4.61,0.759,,20.5,0.53
K02977.01,CONFIRMED,2.788149,60.0,3.386,0.79,1417.0,,6263.0,4.44,1.05,,19.3,0.17
K02977.02,CONFIRMED,4.138284,68.0,3.5014,0.85,1243.0,,6263.0,4.44,1.05,,18.5,0.22
K02978.01,FALSE POSITIVE,2.618399,277.0,3.8911,0.89,788.0,,4239.0,4.72,0.551,,21.0,0.031
K02979.01,FALSE POSITIVE,1.3712933,66.0,1.5376,1.19,1829.0,,6202.0,4.38,1.12,,19.9,0.94
K02980.01,CONFIRMED,1.638626,180.0,1.9459,1.39,1521.0,,5863.0,4.5,0.97,,16.5,0.69
K02981.01,CONFIRMED,9.066878,420.0,3.0212,2.3,729.0,,4946.0,4.47,0.93,,16.5,0.89
K02982.01,CONFIRMED,4.022309329,234.4,0.8605,1.31,1011.0,246.75,5516.0,4.556,0.818,,25.1,0.5867
K02983.01,FALSE POSITIVE,0.42385469,240.0,1.0099,0.88,1275.0,,3874.0,4.75,0.501,,35.1,0.75
K02984.01,CANDIDATE,11.4556,78.0,5.0526,1.09,944.0,,6031.0,4.25,1.27,,17.6,0.15
K02985.01,FALSE POSITIVE,0.57588448,479.0,1.4716,2.12,2241.0,,6047.0,4.49,0.99,,104.9,0.22
K02986.01,FALSE POSITIVE,0.562555067,198.3,1.7402,1.21,2046.0,4128.4,5793.0,4.561,0.832,0.0,21.7,0.527
K02987.01,FALSE POSITIVE,0.9937079,68.0,0.905,1.5,2545.0,,6838.0,4.21,1.5,,21.1,0.9
K02988.01,FALSE POSITIVE,2.43731228,57.0,1.8933,0.69,1360.0,,6029.0,4.51,0.94,,6.7,0.3162
K02989.01,CONFIRMED,6.33127,364.0,2.9142,1.41,819.0,,5379.0,4.61,0.76,,19.3,0.1
K02990.01,CONFIRMED,11.20058855,219.9,4.562,1.7,808.0,100.91,6038.0,4.524,0.898,1.0,19.2,0.956
K02991.01,FALSE POSITIVE,1.501769,113.0,3.377,0.69,1185.0,,4978.0,4.67,0.67,,20.9,0.02
K02992.01,CANDIDATE,82.659,1490.0,3.8165,2.0,241.0,,4128.0,4.73,0.534,,19.1,0.03
K02993.01,FALSE POSITIVE,0.69269425,1497.0,1.014,8.0,2024.0,,5853.0,4.5,0.92,,175.4,1.01
K02994.01,CONFIRMED,2.033876,80.0,3.3049,0.68,1210.0,,5409.0,4.6,0.77,,18.1,0.34
K02995.01,CONFIRMED,5.194928,304.0,3.2027,2.1,1171.0,,6337.0,4.44,1.07,,17.2,0.8
K02996.01,CONFIRMED,15.93134,742.0,3.0024,24.0,611.0,,5426.0,4.6,0.78,,16.4,1.25
K02997.01,FALSE POSITIVE,1.33251589,140.5,4.216,1.3,1747.0,2207.85,5701.0,4.291,1.068,0.0,22.2,0.53
K02998.01,CONFIRMED,28.2274184,1335.7,5.648,3.08,564.0,23.89,5864.0,4.556,0.842,,27.2,0.2198
K02999.01,FALSE POSITIVE,0.545544979,92.6,1.954,0.93,2240.0,5913.74,6050.0,4.509,0.92,0.0,24.8,0.604
K03000.01,FALSE POSITIVE,18.3980827,145.0,4.438,1.26,686.0,52.31,5605.0,4.381,1.015,0.0,17.2,0.587
K03001.01,FALSE POSITIVE,0.38446929,780.0,0.9291,3.0,2146.0,,5187.0,4.53,0.88,,87.3,0.87
K03002.01,CONFIRMED,11.629096,95.0,2.8463,1.36,889.0,,6071.0,4.35,1.12,,16.0,0.92
K03003.01,FALSE POSITIVE,13.65517,215.0,4.2684,1.64,778.0,,6059.0,4.49,0.97,,16.1,0.85
K03004.01,CONFIRMED,20.0711504,369.6,6.137,2.16,736.0,69.25,6086.0,4.38,1.122,,14.1,0.2205
K03004.02,CANDIDATE,7.03967764,285.5,3.258,1.89,1043.0,279.99,6086.0,4.38,1.122,,10.3,0.0481
K03005.01,FALSE POSITIVE,1.3124652,43.0,1.4817,0.96,2067.0,,6550.0,4.31,1.28,,18.8,0.83
K03006.01,FALSE POSITIVE,0.998212785,118.8,2.489,1.1,1888.0,2998.77,6072.0,4.47,0.988,0.256,18.8,0.436
K03007.01,CANDIDATE,11.191773,178.0,2.5018,1.4,782.0,,5876.0,4.54,0.89,,14.2,0.82
K03008.01,CONFIRMED,2.99793191,45.1,4.392,0.84,1512.0,1234.68,6295.0,4.284,1.236,,16.7,0.2751
K03009.01,CONFIRMED,0.7648651,172.0,1.1909,1.05,1665.0,,5187.0,4.53,0.79,,19.1,0.41
K03010.01,CONFIRMED,60.8713,703.0,4.5711,1.41,264.0,,4110.0,4.73,0.532,,18.7,0.46
K03011.01,FALSE POSITIVE,2.115486,329.0,3.7592,1.56,1367.0,,5968.0,4.57,0.89,,25.5,0.03
K03012.01,FALSE POSITIVE,1.0864865,68.0,1.0041,2.17,2489.0,,5946.0,3.91,1.98,,26.3,0.95
K03013.01,CANDIDATE,3.765615,231.0,0.9996,1.58,1079.0,,5740.0,4.56,0.85,,18.4,0.9
K03014.01,CONFIRMED,86.1151,935.0,6.2505,3.1,392.0,,5924.0,4.58,0.88,,18.8,0.85
K03015.01,CONFIRMED,3.614599,46.0,3.3477,0.66,1240.0,,6092.0,4.46,1.0,,17.2,0.03
K03016.01,FALSE POSITIVE,0.7108964,107.0,1.1796,1.03,2045.0,,5760.0,4.43,0.97,,19.1,0.5
K03017.01,CANDIDATE,2.462885,45.0,1.9851,0.77,1437.0,,5936.0,4.38,1.05,,12.3,0.75
K03018.01,FALSE POSITIVE,45.1178526,389.2,3.737,2.78,517.0,16.87,5585.0,4.339,1.038,0.0,17.3,0.97
K03019.01,CONFIRMED,4.179393,205.0,2.594,1.53,1152.0,,5570.0,4.32,1.06,,19.0,0.49
K03019.02,CANDIDATE,2.012094,74.8,2.157,0.99,1523.0,1274.27,5633.0,4.296,1.162,0.935,9.1,0.066
K03020.01,CANDIDATE,10.91917313,93.3,4.462,1.15,959.0,200.12,6174.0,4.278,1.181,,19.5,0.0923
K03021.01,FALSE POSITIVE,0.8038344,56.0,1.3296,0.77,2080.0,,6235.0,4.46,1.03,,17.4,0.32
K03022.01,CONFIRMED,2.762634,201.0,1.9203,1.21,1202.0,,5740.0,4.55,0.86,,15.3,0.43
K03022.02,CONFIRMED,5.05366499,183.8,2.305,1.23,1007.0,243.06,5772.0,4.528,0.901,,11.8,0.3632
K03023.01,FALSE POSITIVE,4.39049637,113.5,3.0112,2.07,1637.0,1701.16,6429.0,3.989,1.908,0.001,31.1,0.389
K03024.01,FALSE POSITIVE,0.537839241,23.5,2.169,1.49,4061.0,64294.62,6456.0,3.659,3.03,,12.4,0.2589
K03025.01,CONFIRMED,13.18309,575.0,3.5096,1.6,578.0,,5178.0,4.73,0.68,,14.5,0.5
K03026.01,CONFIRMED,3.515763,224.0,1.4713,3.4,1456.0,,4977.0,3.83,1.94,,15.5,0.87
K03027.01,CONFIRMED,6.070332,360.0,1.286,1.53,743.0,,5004.0,4.66,0.68,,16.4,0.86
K03028.01,FALSE POSITIVE,1.332597,206.0,2.7568,1.07,1349.0,,5340.0,4.67,0.75,,18.9,0.31
K03028.02,CANDIDATE,458.16754,683.0,6.97,2.11,208.0,0.45,5536.0,4.566,0.816,,5.6,0.1573
K03029.01,CANDIDATE,18.97621,368.0,2.497,2.1,635.0,,5420.0,4.43,0.92,,14.5,0.89
K03029.02,CANDIDATE,6.347232,166.0,3.2261,1.18,912.0,,5420.0,4.43,0.92,,13.0,0.39
K03030.01,FALSE POSITIVE,7.19552624,214.6,4.095,1.67,1037.0,273.05,6242.0,4.432,1.093,0.0,15.6,0.593
K03031.01,CANDIDATE,7.648001,221.0,2.2915,1.27,825.0,,5612.0,4.58,0.82,,13.5,0.61
K03032.01,CONFIRMED,0.6364255,211.0,1.1109,1.4,1742.0,,5174.0,4.57,0.76,,18.6,0.92
K03033.01,FALSE POSITIVE,8.55935323,148.8,4.303,1.21,921.0,169.77,6115.0,4.462,0.919,0.0,20.4,0.744
K03034.01,CANDIDATE,31.02101,976.0,2.146,1.96,326.0,,4056.0,4.74,0.523,,17.1,0.88
K03035.01,CANDIDATE,21.3419702,149.3,25.388,1.69,818.0,105.86,6324.0,4.219,1.314,,29.1,0.633
K03036.01,FALSE POSITIVE,161.236594,1636.4,24.47,4.36,294.0,1.77,5514.0,4.569,0.826,,28.5,0.9505
K03037.01,CANDIDATE,5.465488,257.0,3.244,1.3,920.0,,5595.0,4.58,0.82,,15.3,0.34
K03038.01,CONFIRMED,1.49515,46.0,3.5982,1.2,1709.0,,5692.0,4.26,1.16,,15.0,0.9761
K03039.01,CONFIRMED,20.3504704,101.8,7.225,1.01,695.0,55.07,5952.0,4.41,1.002,0.915,16.6,0.192
K03040.01,CANDIDATE,4.809999,311.0,1.9978,1.13,824.0,,5751.0,4.9,0.58,,14.3,0.77
K03041.01,CANDIDATE,5.082937,120.0,2.6093,1.47,1189.0,,6220.0,4.37,1.13,,13.1,0.88
K03042.01,CANDIDATE,31.02554,428.0,5.8424,1.9,592.0,,6078.0,4.5,0.96,,13.7,0.03
K03043.01,CANDIDATE,3.08942807,85.3,3.214,1.07,1361.0,808.76,6137.0,4.418,1.103,1.0,13.2,0.65
K03043.02,CANDIDATE,7.2929891,72.5,4.053,0.73,904.0,158.19,5959.0,4.549,0.856,,7.1,0.022
K03044.01,FALSE POSITIVE,0.37368571,515.0,0.9417,2.4,2535.0,,5973.0,4.52,0.93,,55.0,0.77
K03045.01,CONFIRMED,44.8698382,713.1,4.166,2.68,536.0,19.5,6122.0,4.471,0.996,,16.6,0.2951
K03046.01,FALSE POSITIVE,1.10118564,28.0,5.2008,0.42,1599.0,,5639.0,4.57,0.83,,21.5,0.3162
K03047.01,FALSE POSITIVE,0.3026108,189.0,0.9711,1.22,2194.0,,4901.0,4.55,0.82,,25.1,0.71
K03048.01,CONFIRMED,4.732914,168.0,1.668,1.08,962.0,,5604.0,4.58,0.82,,16.7,0.49
K03049.01,CONFIRMED,22.47697,540.0,3.5237,1.38,435.0,,4672.0,4.7,0.615,,16.9,0.12
K03050.01,CANDIDATE,1.2426408,224.0,1.6939,1.14,1450.0,,5485.0,4.59,0.79,,18.1,0.01
K03051.01,CANDIDATE,11.68242,273.0,2.7249,1.61,836.0,,6125.0,4.48,0.99,,14.5,0.34
K03051.02,FALSE POSITIVE,1.33258772,70.8,5.187,1.13,1825.0,2625.26,5576.0,4.201,1.289,0.0,16.0,0.634
K03052.01,CANDIDATE,10.129652,97.0,3.2244,0.89,790.0,,5450.0,4.42,0.93,,17.3,0.02
K03052.02,CONFIRMED,15.611223,95.9,3.784,0.91,693.0,54.44,5466.0,4.401,0.946,,16.4,0.0313
K03053.01,CONFIRMED,42.52146,823.0,5.9603,2.6,506.0,,5900.0,4.53,0.9,,16.7,0.37
K03053.02,CANDIDATE,9.4768043,255.7,4.465,1.46,841.0,118.13,5911.0,4.519,0.914,,9.4,0.0107
K03054.01,FALSE POSITIVE,0.544961,531.0,1.2408,1.6,1632.0,,5066.0,4.71,0.69,,37.3,0.14
K03055.01,FALSE POSITIVE,0.566806,106.0,1.1509,0.97,1794.0,,5197.0,4.61,0.73,,18.1,0.974
K03056.01,CONFIRMED,6.699662,306.0,2.6801,1.24,773.0,,5228.0,4.63,0.73,,14.8,0.09
K03057.01,CONFIRMED,29.7272142,1226.6,4.106,3.81,555.0,22.47,5817.0,4.544,0.87,,19.5,0.9365
K03057.02,CONFIRMED,10.61368712,559.8,3.498,2.06,785.0,89.65,5815.0,4.54,0.877,1.0,18.9,0.024
K03058.01,FALSE POSITIVE,7.538885,425.0,3.0899,1.95,812.0,,5122.0,4.46,0.96,,17.5,0.37
K03059.01,FALSE POSITIVE,0.5363397,528.0,1.1485,1.7,1765.0,,5301.0,4.68,0.74,,36.9,0.43
K03060.01,CONFIRMED,6.91311,38.0,4.7787,0.71,1142.0,,6528.0,4.37,1.2,,13.5,0.02
K03061.01,CONFIRMED,7.328505,300.0,1.2228,3.7,744.0,,5058.0,4.56,0.75,,20.5,1.01
K03061.02,CANDIDATE,77.919533,267.3,6.326,1.36,362.0,4.08,5120.0,4.478,0.853,,10.3,0.2014
K03062.01,FALSE POSITIVE,0.7691238,164.0,0.9653,1.3,2017.0,,6081.0,4.5,0.96,,24.0,0.61
K03063.01,CONFIRMED,18.6051942,260.8,7.18,2.11,857.0,127.55,6616.0,4.329,1.298,,13.2,0.0902
K03064.01,FALSE POSITIVE,1.332562787,1111.9,6.28,29.1,1703.0,1983.27,6091.0,4.487,0.967,0.0,125.2,1.24
K03065.01,CANDIDATE,0.8963827,147.0,1.177,1.13,1784.0,,5589.0,4.51,0.94,,15.3,0.46
K03066.01,CONFIRMED,24.2204192,806.3,3.271,2.1,505.0,15.43,5165.0,4.599,0.761,0.887,14.0,0.032
K03067.01,FALSE POSITIVE,30.9597053,410.7,5.42,16.63,438.0,8.67,4947.0,4.621,0.714,0.0,13.7,1.191
K03068.01,CANDIDATE,3.916765,177.0,2.1396,0.87,833.0,,4892.0,4.68,0.656,,14.7,0.28
K03068.02,CANDIDATE,6.65171459,151.5,2.325,0.84,713.0,61.01,4889.0,4.637,0.686,1.0,10.0,0.408
K03069.01,CANDIDATE,43.1036,321.0,7.0288,2.23,524.0,,5639.0,4.37,1.02,,15.3,0.91
K03070.01,FALSE POSITIVE,5.07538255,163.1,1.7,1.74,1154.0,419.23,5933.0,4.334,1.118,0.0,16.0,0.919
K03071.01,CONFIRMED,23.95536,219.0,3.2848,3.4,785.0,,4934.0,3.77,2.05,,15.1,0.8
K03072.01,CANDIDATE,24.33553,606.0,3.3532,1.8,511.0,,5119.0,4.54,0.77,,16.3,0.03
K03073.01,CANDIDATE,7.40986806,232.5,1.0712,1.26,813.0,103.05,5463.0,4.575,0.83,,16.4,0.1374
K03074.01,FALSE POSITIVE,1.0242555,1894.0,1.8297,3.7,1481.0,,5136.0,4.59,0.81,,41.7,0.62
K03075.01,CONFIRMED,4.76559,74.0,2.1288,0.74,928.0,,5183.0,4.482,0.84,,16.4,0.57
K03076.01,FALSE POSITIVE,225.568,456.0,6.3127,2.1,256.0,,5241.0,4.5,0.82,,6.4,0.88
K03077.01,CONFIRMED,4.09578199,405.5,1.704,1.64,851.0,124.3,4791.0,4.577,0.742,1.0,11.9,0.752
K03077.02,CANDIDATE,7.55834,462.0,3.1776,1.5,659.0,,4739.0,4.64,0.655,,12.8,0.6
K03078.01,CONFIRMED,2.986172,144.0,3.2928,1.14,1316.0,,6146.0,4.48,0.99,,14.5,0.14
K03079.01,FALSE POSITIVE,92.5734,335.0,8.4509,1.5,362.0,,5632.0,4.57,0.83,,3.9,0.34
K03080.01,FALSE POSITIVE,185.01,226.0,17.9601,1.12,239.0,,4928.0,4.64,0.73,,6.0,0.5
K03081.01,FALSE POSITIVE,25.9201954,498.9,5.918,1.56,514.0,16.56,5513.0,4.63,0.704,,12.6,0.0086
K03082.01,FALSE POSITIVE,2.045145,173.0,4.0316,2.7,2963.0,,9205.0,4.11,2.13,,18.1,0.02
K03083.01,CANDIDATE,10.183244,55.0,3.3426,0.66,821.0,,5923.0,4.53,0.91,,14.8,0.12
K03083.02,CANDIDATE,6.232171,35.0,2.6955,0.54,962.0,,5923.0,4.53,0.91,,10.8,0.42
K03083.03,CANDIDATE,8.29465,38.0,3.6785,0.74,875.0,,5923.0,4.53,0.91,,11.7,0.95
K03084.01,FALSE POSITIVE,1.540402,159.0,1.8258,1.06,1474.0,,5791.0,4.55,0.87,,18.1,0.33
K03085.01,FALSE POSITIVE,3.74785358,98.2,3.713,0.89,1093.0,337.14,5706.0,4.537,0.886,0.0,18.8,0.468
K03086.01,CANDIDATE,174.7365,1339.0,8.4778,3.1,282.0,,5278.0,4.53,0.89,,18.3,0.03
