kepoi_name,koi_disposition,koi_period,koi_depth,koi_duration,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_score,koi_model_snr,koi_impact
K01672.01,CONFIRMED,33.86736,912.0,3.629,1.89,372.0,,4539.0,4.67,0.608,,26.8,0.6
K01673.01,FALSE POSITIVE,2.490473,304.0,2.0628,1.89,1355.0,,5809.0,4.44,1.03,,26.6,0.62
K01674.01,FALSE POSITIVE,2.17259,423.0,1.1995,4.8,1573.0,,6149.0,4.35,1.14,,48.1,1.0
K01675.01,CANDIDATE,14.62404613,1207.4,2.193,15.7,687.0,52.63,5771.0,4.562,0.825,,26.3,1.1305
K01676.01,FALSE POSITIVE,3.3076711,264.0,1.7461,1.7,1311.0,,6032.0,4.39,1.07,,81.2,0.14
K01677.01,CONFIRMED,52.06986,513.0,3.3594,2.18,449.0,,5724.0,4.56,0.85,,28.1,0.83
K01677.02,CANDIDATE,8.5117,95.0,2.9015,0.71,757.0,,5513.0,4.62,0.75,,8.3,0.36
K01678.01,FALSE POSITIVE,3.1839629,39330.0,3.3637,19.3,1135.0,,5640.0,4.55,0.9,,1241.8,0.672
K01679.01,FALSE POSITIVE,0.759766456,480.5,5.323,29.02,2128.0,4850.1,6174.0,4.455,1.026,0.0,73.0,1.238
K01680.01,FALSE POSITIVE,5.0825188,105.0,3.328,0.88,968.0,207.45,5706.0,4.561,0.834,0.0,17.1,0.522
K01681.01,CANDIDATE,6.93911381,709.5,2.249,0.99,436.0,8.57,3608.0,4.854,0.4,,24.4,0.1379
K01681.02,CONFIRMED,1.992812282,339.0,1.426,0.69,661.0,45.08,3608.0,4.854,0.4,,17.7,0.0382
K01681.03,CANDIDATE,3.53106745,355.5,1.501,0.71,547.0,21.12,3608.0,4.854,0.4,,14.6,0.1064
K01681.04,CANDIDATE,21.9139549,584.4,3.271,10.39,303.0,2.01,3638.0,4.844,0.42,0.999,11.8,1.2
K01682.01,FALSE POSITIVE,88.7936,442.0,10.9445,19.4,613.0,,4877.0,3.48,3.51,,15.8,1.01
K01683.01,CONFIRMED,9.11513,307.0,4.5734,1.8,900.0,,5919.0,4.42,1.01,,36.4,0.46
K01684.01,CANDIDATE,62.81583395,1706.1,2.6883,50.42,535.0,19.31,6428.0,4.377,1.156,,88.9,1.3572
K01685.01,CONFIRMED,70.4654,915.0,6.8268,3.6,506.0,,6450.0,4.42,1.12,,45.6,0.69
K01686.01,CANDIDATE,56.8672,633.0,4.2265,1.41,240.0,,3665.0,4.74,0.52,,7.6,0.72
K01687.01,CONFIRMED,3.932449,425.0,2.2252,1.48,828.0,,4775.0,4.63,0.664,,36.4,0.73
K01688.01,CONFIRMED,0.921056,114.0,3.4118,1.12,1831.0,,5822.0,4.5,0.92,,29.9,0.852
K01689.01,FALSE POSITIVE,1.5077614,6910.0,2.2302,14.0,1236.0,,4991.0,4.58,0.72,,559.9,1.04
K01690.01,FALSE POSITIVE,1.5060072,164.0,2.7705,1.28,1699.0,,6149.0,4.45,1.02,,23.0,0.08
K01691.01,CANDIDATE,35.145735,6548.0,2.5809,44.0,469.0,,5230.0,4.55,0.86,,117.1,1.38
K01692.01,CONFIRMED,5.9604,809.0,2.7219,2.65,928.0,,5501.0,4.49,0.951,,193.5,0.3
K01692.02,CONFIRMED,2.461098,84.0,2.0837,0.84,1247.0,,5501.0,4.49,0.951,,29.2,0.02
K01693.01,CANDIDATE,3.403743097,853.5,1.5284,70.52,1100.0,346.59,5601.0,4.536,0.851,,60.3,1.7329
K01694.01,FALSE POSITIVE,3.690317,444.0,1.0793,2.6,1279.0,,6119.0,4.4,1.08,,55.7,0.82
K01695.01,CONFIRMED,71.45245,248.0,6.3485,2.8,555.0,,6130.0,4.15,1.47,,18.1,0.89
K01696.01,FALSE POSITIVE,1.7525443,151.0,3.6376,1.43,1739.0,,6188.0,4.33,1.18,,49.7,0.02
K01697.01,FALSE POSITIVE,1.7525397,873.0,3.9936,1.74,1000.0,,4571.0,4.67,0.615,,49.3,0.02
K01698.01,FALSE POSITIVE,2.0653504,194.0,2.703,1.16,1278.0,,5313.0,4.47,0.86,,27.9,0.03
K01699.01,FALSE POSITIVE,2.2535473,119.0,3.8449,1.53,1807.0,,6519.0,4.22,1.42,,59.3,0.03
K01700.01,CONFIRMED,8.037617,266.0,2.9175,3.7,1117.0,,4996.0,3.82,1.95,,34.7,0.85
K01701.01,CANDIDATE,2.439025374,83.2,1.1094,1.76,2150.0,5051.35,7292.0,4.112,1.881,,36.5,0.2152
K01702.01,CONFIRMED,1.5381625,802.0,1.1291,1.54,774.0,,3673.0,4.76,0.479,,54.5,0.77
K01703.01,FALSE POSITIVE,3.1746588,433.3,10.674,3.89,1296.0,667.65,5999.0,4.417,0.996,,83.2,0.9967
K01704.01,CONFIRMED,10.418751,640.0,2.8463,2.8,847.0,,5639.0,4.35,1.03,,54.2,0.71
K01705.01,CONFIRMED,20.4998763,437.8,6.501,2.8,731.0,67.67,6249.0,4.428,1.076,1.0,21.1,0.943
K01706.01,CONFIRMED,1.9214304,258.0,1.8003,1.32,1233.0,,5213.0,4.51,0.81,,61.0,0.45
K01707.01,CONFIRMED,96.1009,1144.0,8.4947,3.4,382.0,,5773.0,4.5,0.91,,37.3,0.804
K01707.02,CONFIRMED,265.47847,1040.7,10.28,4.2,291.0,1.7,5792.0,4.375,1.005,0.995,18.1,0.956
K01708.01,CANDIDATE,32.7738304,587.1,3.568,25.56,556.0,22.59,5911.0,4.519,0.914,,22.1,1.2312
K01709.01,FALSE POSITIVE,22.46854,224.0,3.2456,7.21,1050.0,,5469.0,3.56,3.43,,28.0,0.98
K01710.01,CONFIRMED,14.20437,841.0,4.1217,1.72,516.0,,5169.0,4.88,0.56,,28.3,0.65
K01711.01,CONFIRMED,55.67454,773.0,4.033,2.2,370.0,,4991.0,4.58,0.72,,28.2,0.79
K01712.01,FALSE POSITIVE,10.161102,1048.0,3.117,3.3,781.0,,5419.0,4.46,0.98,,43.1,0.55
K01713.01,CONFIRMED,6.827818,548.0,2.3693,1.41,579.0,,4272.0,4.71,0.557,,33.4,0.74
K01713.02,CONFIRMED,2.240507,441.0,1.3682,1.32,840.0,,4272.0,4.71,0.557,,35.2,0.83
K01714.01,CANDIDATE,2.744004971,38375.0,5.561,40.47,1135.0,392.49,5334.0,4.492,0.81,,292.6,1.1764
K01715.01,CONFIRMED,105.0129,295.0,6.2533,1.88,404.0,,5853.0,4.38,1.05,,35.3,0.58
K01716.01,CONFIRMED,4.880861,342.0,3.2908,1.8,780.0,,4811.0,4.62,0.68,,36.7,0.972
K01717.01,CONFIRMED,10.56156,223.0,2.8606,1.56,779.0,,5437.0,4.42,0.93,,24.3,0.81
K01718.01,CONFIRMED,67.6690554,961.1,9.556,3.39,495.0,14.24,6127.0,4.356,1.08,0.964,37.2,0.354
K01718.02,CONFIRMED,153.343364,493.4,10.715,2.4,377.0,4.78,6126.0,4.356,1.079,,13.0,0.0324
K01719.01,FALSE POSITIVE,1.332560652,176.1,5.97,33.28,2203.0,5570.39,6784.0,4.26,1.404,,80.8,1.2056
K01720.01,CONFIRMED,59.6626,1075.0,4.2185,2.6,393.0,,5419.0,4.6,0.77,,24.3,0.61
K01721.01,CONFIRMED,52.632,633.0,6.3928,2.33,432.0,,5604.0,4.58,0.82,,29.7,0.828
K01722.01,CONFIRMED,14.87712,354.0,6.5278,1.77,704.0,,5841.0,4.54,0.88,,26.0,0.701
K01723.01,CONFIRMED,59.62217,1069.0,6.5098,3.5,478.0,,6095.0,4.5,0.96,,34.8,0.77
K01724.01,CONFIRMED,17.42395198,857.2,4.873,3.49,722.0,64.13,6018.0,4.46,0.969,,34.1,0.9305
K01725.01,CONFIRMED,9.8786461,1472.7,1.8915,1.6,393.0,5.65,3609.0,4.843,0.422,1.0,49.2,0.019
K01726.01,CONFIRMED,44.96393,835.0,4.9833,1.84,362.0,,4732.0,4.64,0.654,,107.5,0.35
K01727.01,CONFIRMED,49.76999,3622.0,10.4799,5.8,464.0,,5793.0,4.55,0.87,,128.2,0.779
K01728.01,CANDIDATE,12.73193499,11742.0,4.3339,83.13,1152.0,415.88,7264.0,4.218,1.58,,85.1,1.3531
K01729.01,FALSE POSITIVE,5.204286,39066.0,6.222,16.4,923.0,,5315.0,4.48,0.85,,1526.6,0.028
K01730.01,FALSE POSITIVE,6.35208972,79749.0,3.8651,21.3,803.0,,5162.0,4.55,0.77,,4594.1,0.0298
K01731.01,CANDIDATE,2.59489414,732.0,1.875,2.23,1014.0,249.92,4748.0,4.526,0.797,,17.3,0.6009
K01731.02,FALSE POSITIVE,0.83789436,655.1,2.0425,1.96,1478.0,1128.57,4748.0,4.526,0.797,,27.8,0.07
K01732.01,CONFIRMED,43.31688,977.0,5.9111,3.2,473.0,,5691.0,4.57,0.84,,32.3,0.923
K01733.01,CANDIDATE,19.18109525,865.4,2.424,1.72,513.0,16.42,5214.0,4.673,0.587,0.938,17.6,0.007
K01734.01,FALSE POSITIVE,1.878156,871.0,1.7009,3.1,1226.0,,5163.0,4.53,0.78,,44.1,0.95
K01735.01,FALSE POSITIVE,0.64234826,258.0,1.4482,2.7,3099.0,,7082.0,4.2,1.57,,188.1,0.62
K01736.01,CONFIRMED,31.0031,702.0,5.278,2.48,581.0,,6021.0,4.51,0.94,,23.0,0.24
K01738.01,CONFIRMED,4.167856,170.0,2.2501,1.25,993.0,,5307.0,4.48,0.85,,44.1,0.83
K01739.01,CANDIDATE,220.657,468.0,7.8216,1.85,273.0,,5677.0,4.57,0.83,,7.1,0.77
K01740.01,FALSE POSITIVE,18.7952642,29560.0,9.9924,15.9,684.0,,5901.0,4.47,0.95,,5099.1,0.0252
K01741.01,FALSE POSITIVE,5.80312836,67130.0,4.9901,20.4,842.0,,5327.0,4.61,0.81,,3440.5,0.0306
K01742.01,FALSE POSITIVE,4.70846986,34279.0,5.947,19.4,1194.0,,6221.0,4.41,1.08,,3875.5,0.031
K01743.01,FALSE POSITIVE,54.3297,343.0,23.4542,2.7,670.0,,6779.0,4.17,1.51,,23.3,0.03
K01744.01,FALSE POSITIVE,5.24372504,234.4,17.136,20.41,1017.0,253.25,5772.0,4.452,0.867,0.0,51.6,1.201
K01745.01,FALSE POSITIVE,0.98208505,4894.0,1.2262,8.1,1603.0,,5541.0,4.57,0.82,,331.6,0.94
K01746.01,CONFIRMED,11.79174,405.0,2.9445,1.86,793.0,,5973.0,4.52,0.93,,22.2,0.1
K01747.01,FALSE POSITIVE,20.55848388,677.3,1.449,36.9,624.0,35.76,5578.0,4.484,0.936,1.0,20.8,1.334
K01747.02,FALSE POSITIVE,0.56683399,,0.75,,,,,,,,,
K01748.01,FALSE POSITIVE,3.54938827,55316.0,2.4529,33.0,1109.0,,5524.0,4.49,0.95,,1109.4,0.93
K01749.01,CONFIRMED,26.96447,585.0,3.9012,2.1,555.0,,5697.0,4.56,0.84,,20.5,0.64
K01750.01,CONFIRMED,7.768552,198.0,3.2786,1.31,906.0,,5800.0,4.47,0.94,,25.0,0.04
K01750.02,CANDIDATE,2.53742164,104.5,1.563,0.93,1220.0,525.68,5447.0,4.481,0.917,0.999,12.8,0.285
K01751.01,CONFIRMED,8.689298,1128.0,2.7421,2.9,729.0,,5145.0,4.53,0.79,,89.2,0.74
K01751.02,CONFIRMED,20.99433,1081.0,2.6931,3.1,545.0,,5145.0,4.53,0.79,,45.3,0.89
K01752.01,FALSE POSITIVE,16.60951,343.0,3.4761,2.0,761.0,,6045.0,4.41,1.05,,15.8,0.54
K01753.01,FALSE POSITIVE,0.979445643,668.3,1.382,2.93,1558.0,1394.5,5514.0,4.608,0.739,,33.0,0.9787
K01754.01,CONFIRMED,15.1358,272.0,3.5838,2.54,705.0,,5705.0,4.474,0.911,,29.5,0.983
K01755.01,FALSE POSITIVE,6.146317,888.0,3.3284,3.6,1238.0,,6730.0,4.36,1.23,,20.8,0.18
K01757.01,FALSE POSITIVE,5.54825343,49526.0,6.0914,17.8,947.0,,5891.0,4.63,0.82,,2307.0,0.0169
K01758.01,CANDIDATE,5.59729237,1564.9,1.793,3.36,930.0,176.53,5610.0,4.551,0.858,,41.3,0.0891
K01759.01,FALSE POSITIVE,1.3341087,62362.0,2.6263,77.0,1806.0,,6075.0,4.37,1.14,,2664.5,1.3
K01760.01,CONFIRMED,5.524233,492.0,2.6311,2.0,918.0,,5372.0,4.48,0.86,,23.2,0.67
K01760.02,CONFIRMED,8.77514,367.0,3.1895,1.7,785.0,,5372.0,4.48,0.86,,14.3,0.62
K01761.01,FALSE POSITIVE,10.12742274,933.5,1.2762,3.8,969.0,208.77,6392.0,4.399,1.162,1.0,19.5,0.696
K01762.01,CANDIDATE,0.870694618,498.2,1.2292,2.24,1875.0,2923.54,5985.0,4.519,0.883,,56.0,0.8376
K01763.01,FALSE POSITIVE,2.199033,421.0,2.9166,1.5,1108.0,,5045.0,4.56,0.74,,20.9,0.03
K01764.01,FALSE POSITIVE,12.6817239,5284.0,2.09,,,,4827.0,4.628,,,113.3,
K01765.01,FALSE POSITIVE,6.814984107,26478.0,3.06034,14.86,836.0,115.58,5461.0,4.564,0.817,,922.2,0.785
K01766.01,FALSE POSITIVE,4.0673712,66555.0,4.9511,40.0,1013.0,,5457.0,4.53,0.83,,2493.3,1.05
K01767.01,FALSE POSITIVE,35.516213,6640.0,4.1617,68.0,643.0,,5720.0,4.15,1.34,,799.2,1.35
K01768.01,FALSE POSITIVE,55.251767,43311.0,5.5941,32.0,423.0,,5560.0,4.59,0.85,,829.7,1.03
K01769.01,FALSE POSITIVE,0.5890496,60822.0,1.8091,55.0,2091.0,,5691.0,4.49,0.9,,1845.1,1.22
K01770.01,FALSE POSITIVE,63.9338458,2985.0,9.45,,,,3240.0,4.781,,,493.4,
K01771.01,CANDIDATE,91.056437,57083.0,5.5919,65.0,411.0,,6050.0,4.5,0.96,,865.5,1.31
K01772.01,FALSE POSITIVE,120.002521,29250.0,4.9958,36.0,223.0,,4271.0,4.71,0.557,,348.8,1.35
K01773.01,CANDIDATE,83.09707658,17431.0,9.1835,4901.82,329.0,2.78,5286.0,4.627,0.636,,290.0,71.4577
K01774.01,FALSE POSITIVE,2.36817389,10821.0,2.2823,11.8,1445.0,,5974.0,4.39,1.05,,301.7,0.71
K01775.01,FALSE POSITIVE,4.4425176,805.0,1.8984,4.9,1346.0,,6550.0,4.35,1.22,,339.9,0.964
K01776.01,FALSE POSITIVE,5.776768,6236.0,4.9899,18.0,682.0,,4232.0,4.53,0.72,,380.1,1.11
K01777.01,FALSE POSITIVE,2.6852228,6938.0,2.9596,25.0,1173.0,,5627.0,4.57,0.83,,413.0,1.17
K01778.01,FALSE POSITIVE,1.5195295,13686.0,3.6297,12.3,1390.0,,5788.0,4.68,0.77,,196.8,0.89
K01779.01,CONFIRMED,4.6627227,1582.0,2.8215,5.8,1299.0,,5812.0,4.14,1.39,,268.6,0.64
K01779.02,CONFIRMED,11.815018,979.0,2.7429,5.0,950.0,,5812.0,4.14,1.39,,107.2,0.853
K01780.01,FALSE POSITIVE,6.4875229,21090.0,2.2643,31.0,682.0,,4687.0,4.65,0.642,,667.2,1.25
K01781.01,CONFIRMED,7.8344508,1941.0,2.9987,3.76,713.0,,4977.0,4.59,0.759,,270.3,0.801
K01781.02,CONFIRMED,3.005155704,680.7,1.9686,1.94,985.0,222.58,4987.0,4.586,0.768,,123.5,0.0608
K01781.03,CONFIRMED,58.0192007,1296.8,5.669,3.51,367.0,4.3,4987.0,4.586,0.768,,107.6,0.9256
K01782.01,CANDIDATE,15.4204176,14885.0,2.6534,35.0,651.0,,5411.0,4.5,0.85,,456.9,1.22
K01783.01,CONFIRMED,134.47972,4042.0,5.9562,8.5,382.0,,6235.0,4.46,1.03,,177.2,0.932
K01783.02,CONFIRMED,284.0423,1763.0,7.8753,5.2,298.0,,6235.0,4.46,1.03,,73.6,0.888
K01784.01,CANDIDATE,5.0074099,3667.0,1.2441,5.56,1011.0,,5699.0,4.51,0.94,,201.1,0.51
K01785.01,FALSE POSITIVE,1.21903358,10870.0,2.03,13.3,1808.0,,5669.0,4.31,1.1,,361.7,0.82
K01786.01,CANDIDATE,24.68637063,8354.7,15.536,4.7,374.0,4.65,4461.0,4.777,0.474,,288.3,0.7473
K01787.01,CONFIRMED,98.7179332,7320.0,6.593,6.99,360.0,3.97,5808.0,4.583,0.786,1.0,124.4,0.588
K01788.01,CONFIRMED,71.52622,5602.0,5.8579,7.7,373.0,,4683.0,4.34,1.06,,167.2,0.07
K01788.02,FALSE POSITIVE,369.064632,1245.6,5.809,3.8,200.0,0.38,4850.0,4.511,0.815,,17.8,0.9424
K01789.01,FALSE POSITIVE,1.41252409,953.0,3.9261,6.9,3241.0,,8537.0,4.02,2.3,,677.3,0.029
K01790.01,CONFIRMED,130.35148,5099.0,6.0679,6.7,359.0,,5890.0,4.47,0.95,,132.0,0.0
K01791.01,FALSE POSITIVE,22.913343,5334.0,3.229,36.0,557.0,,5238.0,4.51,0.91,,141.0,1.28
K01792.01,CONFIRMED,88.40703,1715.0,12.5546,4.61,404.0,,5689.0,4.44,1.039,,366.6,0.7007
K01792.02,FALSE POSITIVE,1.546222068,49.4,7.998,0.77,1578.0,1465.41,5611.0,4.388,1.073,0.0,56.6,0.503
K01792.03,CONFIRMED,9.10967112,135.7,5.3021,1.16,846.0,121.04,5688.0,4.476,0.998,,59.8,0.3443
K01793.01,CANDIDATE,3.261759866,3876.1,1.7593,8.01,1262.0,599.54,6131.0,4.497,0.945,1.0,190.4,0.949
K01794.01,FALSE POSITIVE,3.364425,4491.0,1.28,,,,5600.0,4.613,,,94.3,
K01795.01,FALSE POSITIVE,2.9720438,6733.0,1.2836,7.8,812.0,,4428.0,4.69,0.587,,81.3,0.96
K01796.01,CANDIDATE,11.8057121,2018.0,1.8782,8.4,775.0,,5764.0,4.474,0.919,,402.7,1.0
K01797.01,CONFIRMED,16.781774,919.0,3.7677,2.2,534.0,,4907.0,4.6,0.7,,151.0,0.55
K01798.01,CANDIDATE,12.964712,3626.0,1.7727,8.55,778.0,,5971.0,4.5,0.95,,204.9,0.97
K01799.01,CANDIDATE,1.7310805,11581.0,1.9973,45.5,1422.0,,5735.0,4.54,0.89,,303.0,1.35
K01800.01,CONFIRMED,7.7942995,2907.0,1.08,6.2,880.0,,5600.0,4.43,0.94,,219.8,0.91
K01801.01,CONFIRMED,14.532271,1488.0,3.2661,3.4,662.0,,5331.0,4.47,0.86,,96.8,0.59
K01802.01,CONFIRMED,5.248681,610.0,1.8401,2.42,1088.0,,6103.0,4.48,0.98,,133.8,0.3
K01803.01,CANDIDATE,4.539287693,854.4,1.89,4.55,1231.0,543.15,5064.0,4.007,1.604,,81.1,0.1214
K01803.02,FALSE POSITIVE,12.72054729,322.2,2.532,2.81,873.0,137.34,5064.0,4.007,1.604,,21.6,0.2447
K01803.03,FALSE POSITIVE,6.23847257,111.3,3.392,0.74,748.0,73.92,4910.0,4.604,0.726,,6.3,0.1049
K01804.01,CONFIRMED,5.907393,5510.0,1.1733,5.9,783.0,,5008.0,4.58,0.73,,69.5,0.73
K01805.01,CONFIRMED,6.941344,893.0,2.1788,5.6,1160.0,,5708.0,4.08,1.49,,129.4,0.936
K01805.02,CONFIRMED,31.78226,590.0,4.1042,4.3,697.0,,5708.0,4.08,1.49,,61.3,0.896
K01805.03,CONFIRMED,4.362741,295.0,2.346,2.95,1346.0,,5708.0,4.08,1.49,,66.2,0.856
K01806.01,FALSE POSITIVE,2.40456,408.0,5.8741,2.2,1563.0,,6440.0,4.41,1.12,,204.1,0.029
K01806.02,CONFIRMED,17.9346563,157.5,5.495,1.41,777.0,86.04,6412.0,4.44,1.04,,22.6,0.7335
K01806.03,CONFIRMED,8.37160502,100.1,4.238,1.05,1001.0,237.52,6412.0,4.44,1.04,,18.7,0.1318
K01807.01,FALSE POSITIVE,132.1405,6562.0,25.9754,70.4,820.0,,5067.0,2.87,8.61,,1657.4,0.4835
K01808.01,CONFIRMED,89.19284,902.0,4.3016,4.0,470.0,,6278.0,4.35,1.17,,97.4,0.85
K01809.01,CONFIRMED,13.093922,388.0,2.3946,2.34,739.0,,5692.0,4.474,0.909,,76.3,0.911
K01809.02,CONFIRMED,4.915378,220.0,2.8778,1.41,1021.0,,5692.0,4.474,0.909,,82.5,0.65
K01810.01,FALSE POSITIVE,87.452383,1554.0,14.91,,,,7487.0,4.001,,,135.1,
K01811.01,FALSE POSITIVE,2.4635342,838.0,2.2993,2.3,1175.0,,5552.0,4.58,0.81,,49.0,0.33
K01812.01,CANDIDATE,0.805259237,1416.3,1.42239,52.12,2164.0,5188.09,6258.0,4.399,1.039,,364.3,1.4219
K01813.01,CONFIRMED,9.767805,581.0,2.3013,3.0,829.0,,5506.0,4.38,0.98,,80.5,0.938
K01814.01,CONFIRMED,14.80075082,501.4,5.762,17.38,1912.0,3158.09,6327.0,3.092,7.663,1.0,54.0,0.367
K01815.01,CONFIRMED,3.1268651,797.0,1.1864,1.8,879.0,,4735.0,4.63,0.7,,132.3,0.2
K01815.02,CANDIDATE,1.74610057,54.2,1.299,1.24,1689.0,1924.75,4854.0,3.939,1.749,0.974,9.2,0.032
K01816.01,CANDIDATE,10.240605654,3247.2,1.2115,4268.26,656.0,43.85,5227.0,4.623,0.64,,73.1,62.0261
K01817.01,FALSE POSITIVE,63.93401,1299.0,9.2049,9.0,551.0,,5122.0,3.89,1.8,,72.5,0.95
K01818.01,CONFIRMED,16.877342,822.0,3.9137,3.5,747.0,,5723.0,4.32,1.09,,84.8,0.78
K01819.01,CONFIRMED,12.057086,545.0,2.3093,1.98,683.0,,5486.0,4.6,0.79,,68.7,0.73
K01820.01,CONFIRMED,4.337238,355.0,2.7559,3.23,1299.0,,5536.0,4.09,1.41,,69.7,0.911
K01820.02,CONFIRMED,1.653898,132.0,1.9817,1.97,1801.0,,5536.0,4.09,1.41,,34.8,0.913
K01821.01,CONFIRMED,9.976834,922.0,3.8004,3.5,807.0,,5488.0,4.41,0.94,,81.6,0.899
K01822.01,CONFIRMED,150.8811,652.0,8.5105,3.5,425.0,,6222.0,4.21,1.39,,91.7,0.01
K01823.01,FALSE POSITIVE,4.4684566,891.0,1.1126,5.2,1031.0,,5779.0,4.55,0.87,,73.0,1.0
K01823.02,FALSE POSITIVE,1.096587847,636.7,2.9531,25.6,1726.0,2096.5,5869.0,4.513,0.942,,135.1,1.222
K01824.01,CONFIRMED,3.553801,187.0,3.0505,2.04,1491.0,,6255.0,4.21,1.4,,82.0,0.692
K01824.02,CONFIRMED,1.678338,147.0,2.3739,1.81,1918.0,,6255.0,4.21,1.4,,83.9,0.701
K01825.01,CONFIRMED,13.5225106,669.7,3.8931,4.15,943.0,186.72,5659.0,4.049,1.626,,80.8,0.1118
K01826.01,CONFIRMED,134.2519,772.0,9.1677,2.59,356.0,,6010.0,4.51,0.94,,61.6,0.0253
K01827.01,FALSE POSITIVE,8.589686,440.0,6.5601,0.55,335.0,,3240.0,4.897,0.27,,95.8,0.03
K01828.01,CONFIRMED,99.7468804,1287.0,6.804,3.94,391.0,5.55,5620.0,4.363,0.974,1.0,45.6,0.828
K01829.01,CANDIDATE,22.84151055,3390.3,2.6837,23.37,556.0,22.6,5383.0,4.543,0.822,,60.5,1.1845
K01829.02,FALSE POSITIVE,10.3482112,255.1,2.089,1.29,724.0,64.97,5383.0,4.543,0.822,,8.4,0.093
K01830.01,CONFIRMED,13.227123,876.0,3.3218,2.42,649.0,,5203.0,4.52,0.8,,64.4,0.54
K01830.02,CONFIRMED,198.7112502,2170.8,8.5374,2.86,236.0,0.73,5080.0,4.633,0.628,,69.6,0.0803
K01831.01,CONFIRMED,51.80403,1092.0,6.2109,2.5,400.0,,5319.0,4.62,0.75,,62.3,0.43
K01831.02,CONFIRMED,4.385316,187.0,2.5868,1.04,909.0,,5319.0,4.62,0.75,,28.3,0.49
K01831.03,CONFIRMED,34.2069,308.0,5.241,1.3,459.0,,5319.0,4.62,0.75,,14.8,0.46
K01831.04,CONFIRMED,13.97925,297.0,1.398,1.8,618.0,,5319.0,4.62,0.75,,21.0,0.968
K01832.01,CONFIRMED,4.544475,914.0,1.7918,3.0,1109.0,,5746.0,4.4,1.0,,67.0,0.25
K01832.02,CONFIRMED,12.76212,586.0,1.867,2.6,784.0,,5746.0,4.4,1.0,,30.7,0.71
K01832.03,CONFIRMED,38.71585,793.0,3.4318,2.8,542.0,,5746.0,4.4,1.0,,28.9,0.42
K01833.01,CONFIRMED,3.692988,756.0,1.7482,1.62,767.0,,4495.0,4.68,0.599,,76.4,0.23
K01833.02,CONFIRMED,7.684334874,1140.8,1.174,1.95,586.0,27.88,4397.0,4.671,0.577,,56.3,0.3073
K01833.03,CONFIRMED,5.709404918,611.6,1.5769,1.42,647.0,41.51,4397.0,4.671,0.577,,41.1,0.2106
K01834.01,FALSE POSITIVE,3.7918642,718.0,2.4767,2.7,1252.0,,6214.0,4.46,1.02,,80.9,0.32
K01835.01,CONFIRMED,4.580339,316.0,2.1701,3.38,1325.0,,5110.0,3.89,1.8,,59.0,0.671
K01835.02,CONFIRMED,2.2483077,263.0,2.0484,2.92,1664.0,,5110.0,3.89,1.8,,67.8,0.44
K01835.03,CONFIRMED,6.766912,248.0,1.715,3.35,1159.0,,5110.0,3.89,1.8,,36.3,0.868
K01836.01,FALSE POSITIVE,10.262158,3014.0,3.7105,3.0,317.0,,3240.0,4.897,0.27,,75.2,1.0
K01837.01,CONFIRMED,34.17325,656.0,4.6538,2.3,489.0,,5284.0,4.49,0.84,,64.5,0.711
K01837.02,CONFIRMED,1.682934604,146.2,1.8737,1.16,1424.0,972.56,5346.0,4.403,0.952,,39.9,0.4643
K01838.01,CONFIRMED,16.736955,1175.0,1.9734,2.4,473.0,,4562.0,4.67,0.614,,57.8,0.82
K01839.01,CONFIRMED,9.590633,570.0,3.7106,4.77,1088.0,,5541.0,3.95,1.76,,53.6,0.838
K01839.02,CANDIDATE,80.4112953,674.9,3.185,4.33,535.0,19.35,5476.0,3.904,1.673,,19.4,0.1907
K01840.01,CONFIRMED,7.039324,830.0,3.4539,4.1,1050.0,,6103.0,4.37,1.11,,57.4,0.9506
K01840.02,CANDIDATE,9.38910967,235.7,1.569,1.74,965.0,205.11,6137.0,4.357,1.13,,12.9,0.1779
K01841.01,CONFIRMED,49.60805,647.0,3.0556,2.4,421.0,,5226.0,4.51,0.81,,54.4,0.84
K01842.01,CONFIRMED,16.84192204,878.5,2.5751,2.95,699.0,56.43,5602.0,4.404,1.009,,52.4,0.0848
K01843.01,CONFIRMED,4.194525,705.0,1.7119,1.28,585.0,,3823.0,4.76,0.494,,55.2,0.24
K01843.02,CANDIDATE,6.35585682,176.6,1.55,0.86,503.0,15.1,3706.0,4.747,0.522,0.974,9.2,0.912
K01844.01,FALSE POSITIVE,61.4913415,3692.4,9.627,4.57,323.0,2.58,4796.0,4.656,0.598,0.0,70.5,0.92
K01845.01,CONFIRMED,1.9703213,395.0,1.8493,1.5,1042.0,,4765.0,4.63,0.7,,65.9,0.83
K01845.02,CONFIRMED,5.058228,842.0,1.1758,21.0,758.0,,4765.0,4.63,0.7,,63.0,1.26
K01846.01,CONFIRMED,105.9566815,2286.4,6.9988,3.79,324.0,2.59,5327.0,4.581,0.8,1.0,51.8,0.322
K01847.01,CONFIRMED,26.85336,927.0,4.4457,2.6,535.0,,5311.0,4.48,0.85,,64.6,0.4
K01848.01,CONFIRMED,49.62473,464.0,6.425,2.4,542.0,,6272.0,4.44,1.06,,59.4,0.67
K01849.01,CONFIRMED,8.088034,1000.0,1.7812,2.4,708.0,,5171.0,4.64,0.71,,57.9,0.68
K01850.01,CONFIRMED,11.551282,387.0,3.688,2.15,785.0,,5934.0,4.53,0.91,,54.4,0.914
